ID, Age,DOB,Gender,Date,TrialIndex,Cue,Modality,Trial,TargetExist,TargetName,TaskSwitch,ModalitySwitch,Correct,RT,noHits
yp03,4,30-SEP-2011,f,11-Aug-2016,1,tree,0,9,1,tree09.wav,0,0,0,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,2,music,1,0,0,tree07.png,1,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,3,music,0,6,1,music06.wav,0,1,1,2.3529,1
yp03,4,30-SEP-2011,f,11-Aug-2016,4,music,1,0,0,tree10.png,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,5,music,0,5,1,music05.wav,0,1,1,1.9328,1
yp03,4,30-SEP-2011,f,11-Aug-2016,6,tree,0,2,1,tree02.wav,1,0,1,2.4674,1
yp03,4,30-SEP-2011,f,11-Aug-2016,7,tree,1,0,0,music03.png,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,8,tree,1,1,1,tree01.png,0,0,1,1.8854,1
yp03,4,30-SEP-2011,f,11-Aug-2016,9,tree,0,0,0,music07.wav,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,10,music,1,0,0,tree03.png,1,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,11,music,1,0,0,tree07.png,0,0,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,12,music,0,6,1,music06.wav,0,1,1,1.9365,1
yp03,4,30-SEP-2011,f,11-Aug-2016,13,music,1,0,0,tree07.png,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,14,tree,1,2,1,tree02.png,1,0,0,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,15,tree,0,2,1,tree02.wav,0,1,1,1.5685,1
yp03,4,30-SEP-2011,f,11-Aug-2016,16,music,1,4,1,music04.png,1,1,1,1.6731,1
yp03,4,30-SEP-2011,f,11-Aug-2016,17,tree,1,0,0,music01.png,1,0,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,18,tree,0,7,1,tree07.wav,0,1,1,1.6043,1
yp03,4,30-SEP-2011,f,11-Aug-2016,19,music,1,0,0,tree03.png,1,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,20,tree,1,4,1,tree04.png,1,0,1,2.017,1
yp03,4,30-SEP-2011,f,11-Aug-2016,21,music,1,10,1,music10.png,1,0,1,2.1345,1
yp03,4,30-SEP-2011,f,11-Aug-2016,22,tree,1,3,1,tree03.png,1,0,1,1.7416,1
yp03,4,30-SEP-2011,f,11-Aug-2016,23,music,0,1,1,music01.wav,1,1,1,2.4222,1
yp03,4,30-SEP-2011,f,11-Aug-2016,24,music,0,0,0,tree03.wav,0,0,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,25,tree,1,9,1,tree09.png,1,1,1,2.052,1
yp03,4,30-SEP-2011,f,11-Aug-2016,26,music,1,6,1,music06.png,1,0,1,2.2754,1
yp03,4,30-SEP-2011,f,11-Aug-2016,27,tree,0,1,1,tree01.wav,1,1,1,2.5954,1
yp03,4,30-SEP-2011,f,11-Aug-2016,28,tree,0,2,1,tree02.wav,0,0,1,1.8991,1
yp03,4,30-SEP-2011,f,11-Aug-2016,29,tree,0,8,1,tree08.wav,0,0,1,2.3283,1
yp03,4,30-SEP-2011,f,11-Aug-2016,30,tree,1,0,0,music07.png,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,31,tree,1,8,1,tree08.png,0,0,1,2.2182,1
yp03,4,30-SEP-2011,f,11-Aug-2016,32,tree,0,0,0,music09.wav,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,33,tree,1,10,1,tree10.png,0,1,1,1.8015,1
yp03,4,30-SEP-2011,f,11-Aug-2016,34,music,0,0,0,tree04.wav,1,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,35,music,1,1,1,music01.png,0,1,1,2.1121,1
yp03,4,30-SEP-2011,f,11-Aug-2016,36,music,0,6,1,music06.wav,0,1,1,2.2159,1
yp03,4,30-SEP-2011,f,11-Aug-2016,37,tree,1,4,1,tree04.png,1,1,1,2.0996,1
yp03,4,30-SEP-2011,f,11-Aug-2016,38,tree,0,0,0,music08.wav,0,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,39,music,1,0,0,tree07.png,1,1,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,40,tree,1,0,0,music01.png,1,0,1,0,0
yp03,4,30-SEP-2011,f,11-Aug-2016,41,music,0,2,1,music02.wav,1,1,1,2.4803,1
