age,dob,gender,date,targetset,version,counter,block,trial,rule,target,targetchannel,Visual,Sound,rt,right answer,hit,no hits
a,30-Jul-1992,m,24-Sep-2015,1,1,1,1,1,bird.png,1,1,bird31.jpg,sheep10.wav,1.2431,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,2,1,2,bird.png,1,1,bird32.jpg,cat06.wav,0.99302,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,3,1,3,bird.png,1,2,cat31.jpg,bird08.wav,0.75963,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,4,1,4,bird.png,0,0,sheep12.jpg,cat08.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,5,1,1,bird.png,0,0,cat42.jpg,sheep10.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,6,1,2,bird.png,0,0,cat31.jpg,sheep08.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,7,1,3,bird.png,0,0,sheep21.jpg,cat03.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,8,1,4,bird.png,0,0,cat22.jpg,sheep02.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,9,1,1,bird.png,1,2,sheep41.jpg,bird03.wav,0.4762,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,10,1,2,bird.png,1,1,bird32.jpg,sheep10.wav,0.56097,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,11,1,3,bird.png,1,2,sheep51.jpg,bird10.wav,0.58489,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,12,1,4,bird.png,0,0,cat31.jpg,sheep08.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,13,1,1,bird.png,0,0,cat42.jpg,sheep05.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,14,1,2,bird.png,1,1,bird51.jpg,sheep03.wav,0.59763,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,15,1,3,bird.png,1,1,bird22.jpg,cat10.wav,0.92901,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,16,1,4,bird.png,1,1,bird42.jpg,sheep06.wav,0.47349,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,17,1,1,bird.png,1,1,bird31.jpg,sheep01.wav,0.52225,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,18,1,2,bird.png,1,2,cat51.jpg,bird03.wav,0.70936,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,19,1,3,bird.png,1,2,sheep42.jpg,bird01.wav,0.6678,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,20,1,4,bird.png,0,0,sheep41.jpg,cat01.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,21,1,1,bird.png,0,0,sheep21.jpg,cat01.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,22,1,2,bird.png,1,2,cat31.jpg,bird06.wav,0.63475,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,23,1,3,bird.png,0,0,cat22.jpg,sheep04.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,24,1,4,bird.png,1,1,bird31.jpg,cat07.wav,0.45103,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,25,1,1,bird.png,1,2,sheep11.jpg,bird09.wav,0.5358,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,26,1,2,bird.png,0,0,sheep12.jpg,cat04.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,27,1,3,bird.png,0,0,cat41.jpg,sheep09.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,28,1,4,bird.png,1,2,cat52.jpg,bird05.wav,0.80686,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,29,2,1,dog.png,1,2,cat22.jpg,dog07.wav,0.46395,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,30,2,2,dog.png,1,2,cat22.jpg,dog01.wav,0.46041,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,31,2,3,dog.png,0,0,sheep22.jpg,cat08.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,32,2,4,dog.png,0,0,sheep31.jpg,cat02.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,33,2,1,dog.png,1,1,dog52.jpg,cat07.wav,0.57468,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,34,2,2,dog.png,1,2,cat41.jpg,dog06.wav,0.56068,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,35,2,3,dog.png,1,2,sheep12.jpg,dog10.wav,0,0,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,36,2,4,dog.png,1,1,dog42.jpg,sheep06.wav,0.55991,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,37,2,1,dog.png,1,2,cat21.jpg,dog08.wav,0.71037,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,38,2,2,dog.png,1,1,dog52.jpg,sheep03.wav,0.57436,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,39,2,3,dog.png,1,1,dog31.jpg,sheep01.wav,0.62149,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,40,2,4,dog.png,0,0,sheep31.jpg,cat05.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,41,2,1,dog.png,0,0,cat42.jpg,sheep05.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,42,2,2,dog.png,0,0,sheep11.jpg,cat04.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,43,2,3,dog.png,1,2,cat52.jpg,dog01.wav,0.42479,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,44,2,4,dog.png,0,0,cat32.jpg,sheep05.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,45,2,1,dog.png,0,0,cat12.jpg,sheep01.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,46,2,2,dog.png,1,1,dog21.jpg,cat01.wav,0.4628,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,47,2,3,dog.png,1,2,cat22.jpg,dog02.wav,0.52608,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,48,2,4,dog.png,0,0,cat21.jpg,sheep06.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,49,2,1,dog.png,1,1,dog32.jpg,cat06.wav,0.47542,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,50,2,2,dog.png,0,0,sheep12.jpg,cat03.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,51,2,3,dog.png,1,1,dog31.jpg,cat06.wav,0.58595,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,52,2,4,dog.png,0,0,sheep51.jpg,cat02.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,53,2,1,dog.png,0,0,sheep41.jpg,cat07.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,54,2,2,dog.png,1,2,sheep51.jpg,dog08.wav,0.40218,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,55,2,3,dog.png,1,1,dog42.jpg,sheep04.wav,0.4754,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,56,2,4,dog.png,0,0,cat31.jpg,sheep07.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,57,3,1,bird.png,1,1,bird52.jpg,sheep01.wav,0.48338,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,58,3,2,bird.png,1,1,bird22.jpg,cat01.wav,0.50048,1,1,1
a,30-Jul-1992,m,24-Sep-2015,1,1,59,3,3,bird.png,0,0,sheep12.jpg,cat09.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,60,3,4,bird.png,0,0,sheep52.jpg,cat06.wav,0,1,0,0
a,30-Jul-1992,m,24-Sep-2015,1,1,61,3,1,dog.png,0,0,sheep52.jpg,cat08.wav,0,1,0,0
